airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Air India,2019-06-24,Banglore,Delhi,10:00:00,12:45,165,0.0,No Info,6961
Jet Airways,2019-05-18,Delhi,Cochin,09:40:00,12:35,1615,2.0,In-flight meal not included,13029
Air India,2019-06-01,Delhi,Cochin,12:00:00,07:40,1180,2.0,No Info,10966
Jet Airways,2019-06-27,Banglore,Delhi,07:10:00,10:10,180,0.0,In-flight meal not included,6478
Vistara,2019-03-06,Mumbai,Hyderabad,20:55:00,16:45,1190,1.0,No Info,12395
Indigo,2019-05-18,Delhi,Cochin,05:10:00,10:05,295,1.0,No Info,7580
Jet Airways,2019-06-03,Delhi,Cochin,16:00:00,19:00,1620,1.0,No Info,14714
Jet Airways,2019-05-15,Kolkata,Banglore,06:30:00,12:00,330,1.0,In-flight meal not included,9663
Multiple Carriers,2019-05-21,Delhi,Cochin,08:45:00,21:00,735,1.0,No Info,7485
Air India,2019-03-15,Kolkata,Banglore,14:15:00,16:45,150,0.0,No Info,5170
Jet Airways,2019-04-09,Banglore,Delhi,07:10:00,10:10,180,0.0,In-flight meal not included,4544
Spicejet,2019-04-24,Kolkata,Banglore,09:00:00,11:25,145,0.0,No Info,4174
Jet Airways,2019-06-24,Banglore,Delhi,19:50:00,22:50,180,0.0,No Info,8016
Air India,2019-03-21,Delhi,Cochin,20:40:00,09:25,765,1.0,No Info,5642
Spicejet,2019-04-15,Banglore,Delhi,21:10:00,00:05,175,0.0,No check-in baggage included,3919
Spicejet,2019-06-12,Chennai,Kolkata,09:45:00,12:00,135,0.0,No check-in baggage included,3543
Vistara,2019-03-27,Delhi,Cochin,06:00:00,09:10,190,0.0,No Info,4851
Indigo,2019-05-12,Chennai,Kolkata,13:15:00,15:35,140,0.0,No Info,3597
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,12:00,1315,1.0,In-flight meal not included,8529
Multiple Carriers,2019-06-24,Delhi,Cochin,09:00:00,21:00,720,1.0,No Info,13587
Jet Airways,2019-04-06,Delhi,Cochin,11:00:00,14:15,195,0.0,In-flight meal not included,4886
Air India,2019-03-03,Chennai,Kolkata,11:40:00,13:55,135,0.0,No Info,10810
Indigo,2019-03-24,Banglore,New Delhi,01:30:00,04:15,165,0.0,No Info,4777
Jet Airways,2019-06-24,Banglore,Delhi,15:15:00,18:10,175,0.0,No Info,8016
Air Asia,2019-06-12,Kolkata,Banglore,07:35:00,19:25,710,1.0,No Info,5192
Jet Airways,2019-04-03,Mumbai,Hyderabad,07:05:00,08:30,85,0.0,No Info,8040
Jet Airways,2019-05-21,Delhi,Cochin,19:45:00,12:35,1010,1.0,In-flight meal not included,12898
Multiple Carriers,2019-05-21,Delhi,Cochin,13:05:00,00:55,710,1.0,No Info,9486
Air Asia,2019-06-01,Delhi,Cochin,16:45:00,22:25,340,1.0,No Info,11410
Indigo,2019-03-06,Delhi,Cochin,08:35:00,21:20,765,2.0,No Info,7682
Jet Airways,2019-06-01,Delhi,Cochin,14:00:00,12:35,1355,1.0,In-flight meal not included,10262
Air India,2019-05-21,Banglore,Delhi,10:00:00,12:45,165,0.0,No Info,6961
Air India,2019-05-15,Kolkata,Banglore,09:10:00,11:05,1555,2.0,No Info,6117
Air India,2019-03-12,Banglore,New Delhi,17:25:00,23:25,1800,2.0,No Info,12725
Air India,2019-06-15,Delhi,Cochin,05:10:00,08:00,170,0.0,No Info,5201
Jet Airways,2019-06-09,Kolkata,Banglore,16:30:00,22:35,365,1.0,In-flight meal not included,10844
Jet Airways,2019-05-15,Kolkata,Banglore,08:25:00,20:45,740,1.0,No Info,14781
Spicejet,2019-05-09,Banglore,Delhi,09:30:00,12:20,170,0.0,No check-in baggage included,4885
Air India,2019-03-09,Delhi,Cochin,04:00:00,19:15,915,1.0,No Info,11050
Air India,2019-03-06,Delhi,Cochin,08:00:00,19:15,675,1.0,No Info,15284
Jet Airways,2019-06-09,Kolkata,Banglore,20:00:00,16:20,1220,1.0,No Info,14571
Indigo,2019-06-09,Delhi,Cochin,09:15:00,21:00,705,1.0,No Info,6838
Air India,2019-03-24,Kolkata,Banglore,07:00:00,01:20,1100,2.0,No Info,13428
Jet Airways,2019-05-01,Kolkata,Banglore,09:35:00,18:00,505,1.0,In-flight meal not included,10703
Air Asia,2019-05-18,Kolkata,Banglore,19:55:00,22:25,150,0.0,No Info,5989
Indigo,2019-06-06,Chennai,Kolkata,19:35:00,21:55,140,0.0,No Info,3597
Indigo,2019-06-03,Delhi,Cochin,06:50:00,22:30,940,1.0,No Info,7514
Indigo,2019-03-21,Delhi,Cochin,20:30:00,01:35,305,1.0,No Info,6232
Indigo,2019-06-24,Delhi,Cochin,17:30:00,01:30,480,1.0,No Info,6104
Jet Airways,2019-06-24,Delhi,Cochin,17:35:00,19:00,1525,2.0,No Info,13922
Indigo,2019-04-27,Banglore,Delhi,04:00:00,06:50,170,0.0,No Info,4423
Air India,2019-05-27,Delhi,Cochin,10:55:00,19:15,500,2.0,No Info,13223
Jet Airways,2019-03-15,Banglore,New Delhi,16:55:00,00:45,470,1.0,No Info,21934
Jet Airways,2019-03-27,Delhi,Cochin,05:25:00,18:50,805,2.0,In-flight meal not included,9254
Jet Airways,2019-06-06,Delhi,Cochin,13:00:00,19:00,360,1.0,No Info,14714
Jet Airways,2019-06-06,Kolkata,Banglore,17:00:00,10:55,1075,1.0,In-flight meal not included,10539
Indigo,2019-06-09,Delhi,Cochin,04:55:00,21:00,965,1.0,No Info,6093
Spicejet,2019-03-09,Kolkata,Banglore,22:20:00,00:40,140,0.0,No Info,4622
Multiple Carriers,2019-06-15,Delhi,Cochin,15:05:00,01:30,625,2.0,No Info,15965
Jet Airways,2019-05-01,Kolkata,Banglore,08:25:00,12:00,1655,1.0,In-flight meal not included,9663
Spicejet,2019-05-18,Kolkata,Banglore,17:10:00,19:40,150,0.0,No check-in baggage included,3841
Jet Airways,2019-06-09,Delhi,Cochin,17:30:00,12:35,1145,1.0,In-flight meal not included,10262
Jet Airways,2019-06-27,Delhi,Cochin,09:25:00,04:25,1140,2.0,No Info,13882
Air India,2019-05-15,Kolkata,Banglore,20:30:00,20:25,1435,1.0,No Info,10203
Jet Airways,2019-06-15,Delhi,Cochin,05:30:00,19:00,810,2.0,In-flight meal not included,10368
Multiple Carriers,2019-06-06,Delhi,Cochin,04:55:00,19:00,845,1.0,No Info,10678
Jet Airways,2019-06-12,Delhi,Cochin,21:25:00,12:35,910,2.0,In-flight meal not included,11507
Indigo,2019-06-12,Banglore,Delhi,06:05:00,08:50,165,0.0,No Info,3943
Air India,2019-06-06,Delhi,Cochin,05:55:00,19:15,800,2.0,No Info,10861
Jet Airways,2019-03-21,Banglore,New Delhi,07:00:00,19:10,730,1.0,In-flight meal not included,7832
Jet Airways,2019-05-12,Kolkata,Banglore,20:25:00,14:25,1080,1.0,No Info,13067
Jet Airways,2019-03-24,Kolkata,Banglore,08:25:00,12:00,1655,1.0,No Info,13759
Vistara,2019-04-01,Kolkata,Banglore,20:20:00,20:20,1440,1.0,No Info,8452
Indigo,2019-06-01,Chennai,Kolkata,07:55:00,10:15,140,0.0,No Info,3850
Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,22:35,850,1.0,No Info,14781
Multiple Carriers,2019-06-27,Delhi,Cochin,13:00:00,01:30,750,1.0,No Info,13377
Jet Airways,2019-05-21,Kolkata,Banglore,20:00:00,09:20,800,1.0,No Info,14781
Jet Airways,2019-05-21,Delhi,Cochin,09:35:00,12:35,1620,2.0,In-flight meal not included,12719
Jet Airways,2019-03-24,Banglore,New Delhi,08:55:00,09:00,1445,1.0,In-flight meal not included,8147
Air India,2019-05-12,Kolkata,Banglore,07:00:00,01:20,1100,2.0,No Info,13243
Vistara,2019-06-15,Chennai,Kolkata,17:45:00,20:05,140,0.0,No Info,11982
Indigo,2019-05-18,Delhi,Cochin,11:25:00,21:00,575,1.0,No Info,7191
Spicejet,2019-04-15,Banglore,Delhi,09:30:00,12:20,170,0.0,No check-in baggage included,4319
Multiple Carriers,2019-06-03,Delhi,Cochin,09:00:00,19:00,600,1.0,No Info,13714
Vistara,2019-05-01,Chennai,Kolkata,07:05:00,09:20,135,0.0,No Info,3687
Air India,2019-05-15,Kolkata,Banglore,16:50:00,13:45,1255,2.0,No Info,15532
Spicejet,2019-05-15,Mumbai,Hyderabad,22:45:00,00:15,90,0.0,No Info,2017
Air India,2019-03-06,Delhi,Cochin,05:55:00,07:40,1545,2.0,No Info,15428
Vistara,2019-05-18,Banglore,Delhi,17:00:00,19:35,155,0.0,No Info,4878
Jet Airways,2019-03-21,Delhi,Cochin,19:45:00,18:50,1385,1.0,In-flight meal not included,5406
Vistara,2019-05-12,Kolkata,Banglore,07:10:00,23:25,975,1.0,No Info,9345
Jet Airways,2019-06-09,Kolkata,Banglore,06:30:00,16:20,590,1.0,In-flight meal not included,10844
Air India,2019-06-24,Delhi,Cochin,17:15:00,19:15,1560,2.0,No Info,11989
Jet Airways,2019-05-24,Kolkata,Banglore,21:10:00,10:05,775,1.0,In-flight meal not included,9663
Spicejet,2019-03-15,Kolkata,Banglore,09:00:00,11:30,150,0.0,No Info,3847
Jet Airways,2019-06-24,Delhi,Cochin,13:00:00,12:35,1415,1.0,In-flight meal not included,10262
Air India,2019-03-09,Banglore,New Delhi,10:30:00,21:25,655,2.0,No Info,9586
Jet Airways,2019-06-27,Delhi,Cochin,09:40:00,12:35,1615,2.0,In-flight meal not included,11118
Multiple Carriers,2019-05-15,Delhi,Cochin,17:00:00,01:30,510,1.0,No Info,8073
Indigo,2019-06-01,Chennai,Kolkata,19:35:00,21:55,140,0.0,No Info,3597
Indigo,2019-03-01,Mumbai,Hyderabad,21:20:00,22:45,85,0.0,No Info,12475
Jet Airways,2019-03-06,Banglore,New Delhi,08:00:00,18:25,625,1.0,No Info,16736
Air India,2019-03-03,Delhi,Cochin,07:05:00,19:15,2170,2.0,No Info,11552
Indigo,2019-06-27,Delhi,Cochin,05:05:00,12:10,425,1.0,No Info,6442
Air India,2019-05-09,Delhi,Cochin,16:55:00,19:15,1580,2.0,No Info,13591
Indigo,2019-04-15,Delhi,Cochin,16:00:00,21:00,300,1.0,No Info,5947
Air India,2019-05-21,Kolkata,Banglore,16:50:00,13:45,1255,2.0,No Info,13484
Jet Airways,2019-03-27,Mumbai,Hyderabad,02:55:00,04:25,90,0.0,No Info,5678
Air India,2019-06-06,Kolkata,Banglore,16:50:00,05:35,765,2.0,No Info,11432
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,18:15,705,1.0,No Info,14781
Jet Airways,2019-06-27,Delhi,Cochin,09:00:00,12:35,1655,1.0,In-flight meal not included,10262
Jet Airways,2019-05-01,Kolkata,Banglore,17:00:00,22:05,1745,1.0,No Info,14151
Jet Airways,2019-06-01,Delhi,Cochin,11:30:00,04:25,1015,1.0,In-flight meal not included,10262
Jet Airways,2019-06-15,Mumbai,Hyderabad,19:35:00,21:05,90,0.0,No Info,5678
Jet Airways,2019-06-15,Delhi,Cochin,11:00:00,14:15,195,0.0,In-flight meal not included,7202
Indigo,2019-05-12,Banglore,Delhi,06:05:00,08:50,165,0.0,No Info,4423
Vistara,2019-06-18,Banglore,Delhi,07:00:00,09:40,160,0.0,No Info,4668
Air India,2019-05-15,Delhi,Cochin,09:45:00,09:25,1420,1.0,No Info,7480
Multiple Carriers,2019-05-15,Delhi,Cochin,11:30:00,01:30,840,1.0,No Info,13727
Spicejet,2019-06-06,Kolkata,Banglore,17:10:00,19:40,150,0.0,No Info,3873
Indigo,2019-06-27,Delhi,Cochin,17:10:00,01:30,500,1.0,No Info,5684
Jet Airways,2019-06-06,Kolkata,Banglore,18:55:00,22:35,1660,1.0,In-flight meal not included,10844
Indigo,2019-03-09,Kolkata,Banglore,20:25:00,23:05,160,0.0,No Info,4148
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,18:15,750,1.0,In-flight meal not included,10844
Air Asia,2019-06-03,Banglore,Delhi,23:55:00,02:45,170,0.0,No Info,7120
Spicejet,2019-06-03,Mumbai,Hyderabad,05:45:00,07:15,90,0.0,No Info,2753
Indigo,2019-05-06,Chennai,Kolkata,07:55:00,10:15,140,0.0,No Info,3850
Indigo,2019-05-18,Kolkata,Banglore,17:15:00,19:50,155,0.0,No Info,4804
Jet Airways,2019-06-12,Kolkata,Banglore,06:30:00,19:50,800,1.0,In-flight meal not included,9899
Air India,2019-05-15,Delhi,Cochin,06:50:00,07:40,1490,2.0,No Info,14431
Jet Airways,2019-06-12,Delhi,Cochin,09:40:00,04:25,1125,2.0,In-flight meal not included,10368
Indigo,2019-03-03,Delhi,Cochin,16:00:00,01:35,575,1.0,No Info,14871
Jet Airways,2019-05-06,Kolkata,Banglore,14:05:00,09:20,1155,1.0,In-flight meal not included,9663
Jet Airways,2019-03-09,Mumbai,Hyderabad,06:30:00,08:00,90,0.0,In-flight meal not included,4995
Jet Airways,2019-06-12,Mumbai,Hyderabad,10:20:00,11:50,90,0.0,In-flight meal not included,4995
Jet Airways,2019-05-09,Kolkata,Banglore,09:35:00,10:55,1520,1.0,No Info,10953
Air India,2019-05-21,Delhi,Cochin,17:40:00,23:00,320,1.0,No Info,8067
Goair,2019-04-27,Banglore,Delhi,20:55:00,23:40,165,0.0,No Info,3898
Indigo,2019-03-18,Chennai,Kolkata,19:35:00,21:55,140,0.0,No Info,4332
Jet Airways,2019-03-21,Banglore,New Delhi,21:25:00,11:25,840,1.0,In-flight meal not included,7832
Air India,2019-05-06,Kolkata,Banglore,07:00:00,10:30,1650,3.0,No Info,13007
Air India,2019-03-01,Mumbai,Hyderabad,15:00:00,16:25,85,0.0,No Info,6092
Indigo,2019-04-03,Delhi,Cochin,02:00:00,07:25,325,1.0,No Info,4744
Spicejet,2019-04-01,Delhi,Cochin,06:05:00,11:20,315,1.0,No Info,5351
Indigo,2019-03-24,Banglore,New Delhi,22:20:00,01:10,170,0.0,No Info,3897
Indigo,2019-06-27,Banglore,Delhi,18:25:00,21:20,175,0.0,No Info,4823
Indigo,2019-04-24,Delhi,Cochin,02:00:00,07:25,325,1.0,No Info,5636
Jet Airways,2019-03-06,Delhi,Cochin,13:00:00,04:25,925,1.0,No Info,15764
Indigo,2019-06-03,Banglore,Delhi,18:55:00,21:50,175,0.0,No Info,4823
Air India,2019-03-18,Banglore,New Delhi,17:00:00,19:45,165,0.0,No Info,4441
Indigo,2019-05-24,Banglore,Delhi,20:00:00,22:50,170,0.0,No Info,4823
Jet Airways,2019-03-12,Banglore,New Delhi,05:45:00,20:20,875,1.0,No Info,13817
Vistara,2019-05-09,Kolkata,Banglore,17:00:00,23:25,385,1.0,No Info,8085
Multiple Carriers,2019-06-01,Delhi,Cochin,09:45:00,16:10,385,1.0,No Info,9646
Spicejet,2019-04-15,Banglore,Delhi,05:55:00,08:35,160,0.0,No Info,4423
Indigo,2019-05-06,Kolkata,Banglore,19:35:00,23:15,220,1.0,No Info,4226
Multiple Carriers,2019-03-09,Delhi,Cochin,06:40:00,19:15,755,1.0,No Info,13082
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,04:45,890,1.0,In-flight meal not included,10661
Indigo,2019-03-09,Kolkata,Banglore,10:10:00,12:55,165,0.0,No Info,4462
Multiple Carriers,2019-05-18,Delhi,Cochin,14:00:00,21:00,420,1.0,No Info,13727
Multiple Carriers,2019-06-12,Delhi,Cochin,19:00:00,01:30,390,1.0,No Info,7198
Air India,2019-06-03,Banglore,Delhi,10:00:00,12:45,165,0.0,No Info,6961
Indigo,2019-03-03,Mumbai,Hyderabad,16:55:00,18:25,90,0.0,No Info,6795
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,04:40,520,1.0,In-flight meal not included,8586
Indigo,2019-05-27,Chennai,Kolkata,13:15:00,15:35,140,0.0,No Info,3597
Air India,2019-06-06,Kolkata,Banglore,10:00:00,01:20,920,2.0,No Info,13033
Air India,2019-05-12,Kolkata,Banglore,14:35:00,14:35,1440,1.0,No Info,6528
Air India,2019-03-24,Banglore,New Delhi,13:20:00,16:10,170,0.0,No Info,7276
Air Asia,2019-05-09,Delhi,Cochin,07:55:00,13:25,330,1.0,No Info,6751
Goair,2019-04-12,Banglore,Delhi,07:45:00,10:40,175,0.0,No Info,6722
Indigo,2019-04-21,Kolkata,Banglore,22:15:00,00:50,155,0.0,No Info,4804
Jet Airways,2019-04-09,Delhi,Cochin,09:40:00,04:25,1125,2.0,No Info,10909
Multiple Carriers,2019-06-27,Delhi,Cochin,11:40:00,01:30,830,1.0,In-flight meal not included,5797
Air India,2019-05-21,Kolkata,Banglore,08:20:00,18:30,610,2.0,No Info,10697
Indigo,2019-06-09,Kolkata,Banglore,15:10:00,20:30,320,1.0,No Info,7095
Multiple Carriers,2019-06-01,Delhi,Cochin,11:40:00,21:00,560,1.0,No Info,7740
Goair,2019-06-12,Delhi,Cochin,10:35:00,19:35,540,1.0,No Info,4959
Jet Airways,2019-04-01,Kolkata,Banglore,09:35:00,21:05,690,1.0,No Info,10953
Multiple Carriers,2019-06-27,Delhi,Cochin,09:45:00,22:30,765,1.0,No Info,9646
Jet Airways,2019-06-06,Kolkata,Banglore,21:10:00,08:15,665,1.0,In-flight meal not included,10844
Air India,2019-06-03,Delhi,Cochin,17:40:00,09:35,955,1.0,No Info,7258
Multiple Carriers,2019-06-15,Delhi,Cochin,11:25:00,19:00,455,1.0,No Info,10877
Air India,2019-05-15,Banglore,Delhi,10:00:00,12:45,165,0.0,No Info,6961
Air India,2019-05-06,Kolkata,Banglore,10:00:00,05:25,1165,2.0,No Info,17049
Air India,2019-04-01,Banglore,Delhi,17:00:00,19:45,165,0.0,No Info,5176
Indigo,2019-03-27,Delhi,Cochin,14:30:00,17:35,185,0.0,No Info,4729
Jet Airways,2019-06-06,Kolkata,Banglore,18:55:00,08:15,800,1.0,No Info,14571
Jet Airways,2019-06-15,Delhi,Cochin,09:40:00,12:35,1615,2.0,No Info,13014
Air India,2019-03-03,Delhi,Cochin,17:20:00,09:25,965,1.0,No Info,16352
Jet Airways,2019-03-12,Banglore,New Delhi,08:00:00,21:20,800,1.0,No Info,13817
Indigo,2019-06-09,Mumbai,Hyderabad,02:35:00,04:05,90,0.0,No Info,2754
Air Asia,2019-06-24,Banglore,Delhi,11:10:00,13:55,165,0.0,No Info,3383
Jet Airways,2019-06-03,Delhi,Cochin,10:00:00,12:35,1595,1.0,In-flight meal not included,10262
Air India,2019-04-24,Banglore,Delhi,21:05:00,23:55,170,0.0,No Info,5228
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,23:35,840,1.0,No Info,14151
Jet Airways,2019-03-27,Delhi,Cochin,05:10:00,19:45,2315,2.0,In-flight meal not included,8938
Jet Airways,2019-06-01,Delhi,Cochin,19:15:00,19:00,1425,1.0,In-flight meal not included,10262
Air India,2019-06-12,Delhi,Cochin,13:30:00,08:15,1125,1.0,No Info,8991
Multiple Carriers,2019-03-03,Delhi,Cochin,07:05:00,22:20,915,1.0,No Info,10478
Air India,2019-03-06,Mumbai,Hyderabad,16:00:00,23:45,465,1.0,No Info,11678
Spicejet,2019-05-15,Kolkata,Banglore,15:55:00,21:25,330,1.0,No Info,7804
Jet Airways,2019-05-15,Kolkata,Banglore,17:00:00,14:25,1285,1.0,No Info,11467
Multiple Carriers,2019-05-27,Delhi,Cochin,15:00:00,01:30,630,1.0,No Info,13377
Vistara,2019-06-06,Banglore,Delhi,07:00:00,09:40,160,0.0,No Info,4668
Indigo,2019-05-12,Kolkata,Banglore,18:05:00,23:30,325,1.0,No Info,6218
Air India,2019-03-12,Mumbai,Hyderabad,09:40:00,15:15,1775,3.0,No Info,18293
Jet Airways,2019-05-09,Banglore,Delhi,19:50:00,22:50,180,0.0,In-flight meal not included,3502
Air India,2019-05-09,Delhi,Cochin,19:45:00,19:15,1410,2.0,No Info,10178
Jet Airways,2019-05-24,Kolkata,Banglore,16:30:00,22:35,365,1.0,No Info,14571
Spicejet,2019-05-21,Mumbai,Hyderabad,13:15:00,14:45,90,0.0,No Info,2017
Multiple Carriers,2019-05-09,Delhi,Cochin,07:30:00,19:15,705,1.0,No Info,8266
Jet Airways,2019-05-01,Kolkata,Banglore,20:00:00,04:40,520,1.0,In-flight meal not included,8586
Air Asia,2019-06-09,Kolkata,Banglore,19:55:00,22:25,150,0.0,No Info,4409
Jet Airways,2019-04-12,Banglore,Delhi,18:55:00,22:00,185,0.0,No Info,7229
Indigo,2019-05-01,Kolkata,Banglore,09:20:00,14:15,295,1.0,No Info,8443
Goair,2019-06-24,Banglore,Delhi,20:55:00,23:40,165,0.0,No Info,3419
Spicejet,2019-04-03,Kolkata,Banglore,06:55:00,09:30,155,0.0,No check-in baggage included,3841
Jet Airways,2019-06-09,Delhi,Cochin,06:45:00,04:25,1300,2.0,No Info,13376
Multiple Carriers,2019-03-21,Delhi,Cochin,08:00:00,15:30,450,1.0,No Info,8307
Air India,2019-05-12,Kolkata,Banglore,09:50:00,21:05,675,1.0,No Info,8450
Jet Airways,2019-04-01,Kolkata,Banglore,06:30:00,16:20,590,1.0,In-flight meal not included,7851
Multiple Carriers,2019-06-03,Delhi,Cochin,09:15:00,19:00,585,1.0,No Info,11622
Goair,2019-03-09,Banglore,New Delhi,11:40:00,14:35,175,0.0,No Info,7305
Spicejet,2019-05-27,Kolkata,Banglore,17:10:00,19:40,150,0.0,No check-in baggage included,3841
Indigo,2019-05-24,Kolkata,Banglore,19:20:00,23:45,265,1.0,No Info,3809
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,23:35,425,1.0,In-flight meal not included,9899
Air India,2019-03-27,Delhi,Cochin,20:30:00,23:00,1590,1.0,No Info,5022
Jet Airways,2019-03-21,Delhi,Cochin,07:05:00,12:35,330,1.0,In-flight meal not included,14053
Indigo,2019-03-06,Delhi,Cochin,14:30:00,17:35,185,0.0,No Info,7673
Spicejet,2019-04-06,Delhi,Cochin,17:55:00,22:50,295,1.0,No Info,4957
Spicejet,2019-06-21,Kolkata,Banglore,22:20:00,00:40,140,0.0,No Info,3873
Jet Airways,2019-04-01,Banglore,Delhi,15:15:00,18:10,175,0.0,In-flight meal not included,4544
Indigo,2019-03-27,Delhi,Cochin,18:35:00,01:35,420,1.0,No Info,8574
Indigo,2019-05-21,Kolkata,Banglore,15:30:00,18:05,155,0.0,No Info,4804
Air India,2019-06-15,Banglore,Delhi,06:10:00,08:55,165,0.0,No Info,6961
Indigo,2019-05-27,Delhi,Cochin,02:00:00,07:25,325,1.0,No Info,7164
Vistara,2019-05-18,Kolkata,Banglore,20:20:00,18:50,1350,1.0,No Info,9555
Multiple Carriers,2019-06-03,Delhi,Cochin,16:00:00,01:30,570,1.0,No Info,13377
Jet Airways,2019-03-21,Delhi,Cochin,19:10:00,04:25,1995,2.0,No Info,10929
Vistara,2019-05-01,Kolkata,Banglore,20:20:00,09:05,765,1.0,No Info,8452
Indigo,2019-05-01,Banglore,Delhi,22:10:00,01:00,170,0.0,No Info,3943
Air India,2019-03-09,Banglore,New Delhi,11:05:00,22:45,700,1.0,No Info,10657
Jet Airways,2019-04-03,Banglore,Delhi,11:10:00,14:05,175,0.0,No Info,7229
